rxnID	reactionName	mean_A120	mean_A100	mean_A80	mean_A60	mean_G120	mean_G100	mean_G80	mean_G60	mean_X120	mean_X100	mean_X80	mean_X60	std_A120	std_A100	std_A80	std_A60	std_G120	std_G100	std_G80	std_G60	std_X120	std_X100	std_X80	std_X60
r_1654	ammonium exchange	-2.925946e-02	-2.336975e-01	-3.680478e-01	-4.271475e-01	-1.170822e-01	-7.798451e-01	-8.866209e-01	-2.592826e+00	-2.104539e-03	-3.496077e-02	-2.590398e-01	-4.460138e-01	6.099131e-04	4.741174e-03	7.400705e-03	8.468527e-03	2.532365e-03	1.878503e-02	1.910493e-02	6.080900e-02	4.356764e-05	7.357044e-04	5.742976e-03	8.983351e-03
r_1672	carbon dioxide exchange	2.644319e-01	2.899991e+00	4.725454e+00	3.556598e+00	8.277697e-01	1.968885e+00	1.915490e+00	1.071831e+00	3.980857e-02	3.975222e-01	2.550008e+00	3.164984e+00	4.823840e-04	1.691564e-02	2.745201e-02	2.254226e-02	2.141522e-03	4.675435e-02	7.098120e-03	9.064303e-03	5.403204e-04	4.754842e-03	4.787135e-03	5.773651e-03
r_1683	choline exchange	4.364666e-05	3.727151e-04	5.032730e-04	6.506140e-04	1.983118e-04	9.092039e-04	1.408133e-03	7.293059e-03	2.190288e-06	3.829117e-05	3.967142e-04	1.886011e-03	2.510599e-04	2.062214e-03	2.974125e-03	3.668486e-03	1.055265e-03	5.399763e-03	7.623121e-03	4.000700e-02	1.444664e-05	2.350260e-04	2.187988e-03	9.899033e-03
r_1687	citrate(3-) exchange	2.482120e-05	3.318815e-05	9.752358e-05	7.753491e-05	8.135148e-05	1.243559e-03	1.918598e-03	2.485999e-03	1.393575e-06	8.738660e-06	1.195058e-03	4.724410e-04	6.744613e-04	1.216805e-03	2.616961e-03	2.215324e-03	2.571530e-03	3.321568e-02	5.237422e-02	6.477940e-02	3.116836e-05	2.349439e-04	2.181079e-02	1.528708e-02
r_1718	D-xylose exchange	0	0	0	0	0	0	0	0	-1.766732e-02	-1.684004e-01	-2.658737e+00	-3.539279e+00	0	0	0	0	0	0	0	0	4.539634e-05	4.375328e-04	4.250783e-03	4.679202e-03
r_1727	decanoate exchange	2.965008e-06	1.841649e-05	4.314031e-05	4.187163e-05	2.213937e-05	1.427858e-03	1.447451e-03	2.562173e-03	7.162422e-06	5.688777e-05	5.605340e-05	4.688652e-05	6.492062e-05	4.341985e-04	8.889382e-04	8.009665e-04	4.387028e-04	6.910447e-03	8.151079e-03	1.499050e-02	3.515604e-05	2.985088e-04	1.254793e-03	1.106144e-03
r_1749	dTTP exchange	8.288200e-06	5.252407e-05	7.322491e-05	1.001266e-04	2.979622e-05	2.050196e-04	2.207397e-04	1.855439e-03	5.517788e-07	8.859049e-06	6.315308e-05	1.937242e-04	7.806006e-05	5.568016e-04	8.259527e-04	1.039184e-03	2.964990e-04	2.000104e-03	2.219078e-03	2.082364e-02	5.436057e-06	8.825530e-05	6.415168e-04	2.291922e-03
r_1753	episterol exchange	1.218474e-06	9.211032e-06	1.756327e-05	9.021488e-06	7.651705e-06	3.653440e-05	5.387667e-05	5.328192e-05	1.823169e-07	2.966950e-06	3.738495e-05	2.258971e-05	2.107041e-05	1.740986e-04	3.094323e-04	2.001766e-04	1.462676e-04	6.785278e-04	9.975910e-04	1.331115e-03	3.745139e-06	4.583160e-05	5.537596e-04	4.745986e-04
r_1757	ergosterol exchange	1.187810e-06	4.394272e-06	1.137666e-05	8.455677e-06	7.361593e-06	1.454630e-05	2.234387e-05	4.221744e-05	2.746500e-07	1.829543e-06	2.457208e-05	2.700643e-05	2.068981e-05	1.248691e-04	2.480549e-04	1.937105e-04	1.506713e-04	4.274543e-04	6.431513e-04	1.127631e-03	4.711445e-06	3.753324e-05	4.638189e-04	5.604776e-04
r_1761	ethanol exchange	3.763716e-06	7.768734e-05	1.699159e-04	8.936377e-05	7.459875e-05	2.765317e-02	1.957396e-03	7.106155e-02	4.236737e-05	3.310299e-04	2.584222e-04	1.002139e-04	1.881670e-04	2.224781e-03	4.037938e-03	2.398389e-03	1.965912e-03	5.758643e-02	3.659862e-02	1.234174e-01	1.683344e-04	1.453902e-03	6.916873e-03	5.010192e-03
r_1788	fecosterol exchange	2.660996e-07	3.185763e-06	5.049786e-06	3.857797e-06	2.657131e-06	1.405082e-05	3.634097e-05	3.526263e-07	6.548240e-08	1.242698e-06	1.138476e-05	7.447802e-06	1.086130e-05	1.125999e-04	1.784833e-04	1.364725e-04	9.391557e-05	4.524691e-04	8.575143e-04	2.493444e-05	2.321540e-06	3.118073e-05	3.284857e-04	3.040192e-04
r_1793	formate exchange	5.372714e-03	1.721884e-03	1.951924e-03	4.947667e-03	2.273968e-02	1.300757e-01	1.866853e-01	2.515251e-01	6.349706e-05	8.346840e-04	5.255726e-02	8.170249e-02	1.871890e-03	7.662218e-03	9.546644e-03	1.575486e-02	6.766313e-03	1.282502e-01	1.116332e-01	2.353572e-01	1.355499e-04	1.982490e-03	2.268433e-02	3.189793e-02
r_1798	fumarate(2-) exchange	4.665006e-05	7.196297e-05	2.043622e-04	7.758444e-05	4.779965e-04	2.058908e-02	3.323447e-02	1.281978e-01	2.772328e-06	1.696951e-05	5.706384e-03	1.147446e-02	1.098672e-03	2.274786e-03	4.541430e-03	2.747685e-03	6.226707e-03	1.194027e-01	1.873301e-01	4.026221e-01	5.035147e-05	3.928378e-04	4.616494e-02	7.735519e-02
r_1808	glycerol exchange	0	0	0	0	-1.028414e+00	-5.354745e+00	-6.441888e+00	-1.359237e+01	0	0	0	0	0	0	0	0	1.370853e-03	2.199797e-02	7.686043e-03	7.681380e-02	0	0	0	0
r_1810	glycine exchange	1.495952e-06	1.429638e-05	1.507002e-05	3.046086e-05	1.431681e-05	6.117009e-05	2.432620e-04	3.015753e-02	1.407583e-07	2.220674e-06	1.844073e-05	1.208854e-02	4.715956e-05	4.124953e-04	5.310754e-04	8.135218e-04	2.906255e-04	1.485378e-03	3.291375e-03	1.080144e-01	3.743012e-06	6.175290e-05	4.911193e-04	1.542278e-02
r_1815	glyoxylate exchange	1.716957e-01	3.259486e-04	4.117337e-04	5.992997e-04	1.798156e-01	5.343145e-02	2.294435e-01	2.339600e-02	2.318572e-05	1.910200e-04	4.563142e-01	2.496619e-01	2.332295e-02	5.842653e-03	7.590124e-03	8.945146e-03	8.106022e-02	1.599473e-01	2.489708e-01	1.286783e-01	1.531107e-04	1.382821e-03	2.755644e-01	3.368129e-01
r_1818	guanine exchange	2.993778e-07	1.913533e-06	3.007875e-06	4.356088e-06	1.521022e-06	4.723896e-06	0	2.455111e-04	1.731480e-08	2.140091e-07	4.211965e-06	7.368079e-05	9.445610e-06	6.745523e-05	1.062401e-04	1.376609e-04	3.830791e-05	1.928142e-04	0	6.935960e-03	6.119876e-07	8.735139e-06	1.051758e-04	5.694105e-04
r_1832	H+ exchange	-3.040880e-01	-2.760451e+00	-4.168642e+00	-3.804076e+00	-1.033653e+00	-3.756821e+00	-4.578704e+00	-4.989587e+00	9.121999e-05	1.555214e-03	1.343189e-04	2.441069e-02	6.331254e-03	5.493110e-02	9.236510e-02	7.576376e-02	2.538279e-02	5.286416e-01	7.000398e-01	1.315723e+00	7.394948e-04	7.053544e-03	8.665254e-02	1.279958e-01
r_1841	hypoxanthine exchange	1.640821e-06	1.791489e-05	2.633857e-05	3.596292e-05	1.105522e-05	7.822968e-05	7.881890e-05	1.604689e-03	1.193982e-07	2.694536e-06	1.708726e-05	9.706503e-05	2.468443e-05	2.301878e-04	3.503061e-04	4.406507e-04	1.276044e-04	8.722397e-04	9.388590e-04	1.825215e-02	1.789523e-06	3.444714e-05	2.363648e-04	8.974389e-04
r_1843	indol-3-ylacetaldehyde exchange	8.577029e-06	7.871182e-05	9.767644e-05	1.150514e-04	3.339749e-05	1.972095e-04	2.072674e-04	7.842042e-04	3.460879e-07	4.991440e-06	5.527932e-05	3.185032e-04	1.118650e-04	9.657701e-04	1.351136e-03	1.569374e-03	4.450861e-04	2.782261e-03	3.049261e-03	1.415382e-02	6.108866e-06	9.420672e-05	8.512706e-04	4.157689e-03
r_1861	iron(2+) exchange	-7.645597e-09	-6.062627e-08	-8.410533e-08	-9.946793e-08	-3.031289e-08	-1.584408e-07	-1.741142e-07	-2.279028e-07	-7.822161e-10	-6.847145e-09	-5.272141e-08	-8.806047e-08	8.907393e-11	7.161883e-10	1.014824e-09	1.225024e-09	3.583218e-10	1.930071e-09	2.168612e-09	2.818618e-09	9.151264e-12	8.512151e-11	6.530013e-10	1.140537e-09
r_1865	isoamylol exchange	2.086227e-05	1.778285e-04	2.140397e-04	1.702202e-04	9.512348e-05	1.700304e-03	1.738468e-03	3.916823e-03	2.085972e-06	2.811211e-05	2.877317e-04	2.914470e-04	2.751969e-04	2.193898e-03	3.031408e-03	2.386249e-03	1.489089e-03	2.398288e-02	2.562432e-02	5.096611e-02	3.078950e-05	3.547070e-04	4.703586e-03	5.383564e-03
r_1866	isobutanol exchange	1.671248e-05	1.285835e-04	2.720199e-04	2.600224e-04	9.265692e-05	3.193004e-03	1.834988e-03	4.179047e-03	4.374873e-06	3.996885e-05	4.225521e-04	4.743594e-04	2.788035e-04	2.164464e-03	3.854595e-03	3.534526e-03	1.660150e-03	3.579513e-02	2.986810e-02	6.590549e-02	5.140614e-05	4.652252e-04	6.519391e-03	7.808982e-03
r_1870	isobutyraldehyde exchange	5.504108e-05	4.984743e-04	6.857189e-04	5.649594e-04	3.269599e-04	3.202229e-03	3.536969e-03	2.494012e-03	1.772436e-05	1.341276e-04	1.237128e-03	1.175717e-03	4.738051e-04	4.262100e-03	6.136483e-03	5.290323e-03	3.134033e-03	3.100333e-02	4.121236e-02	4.790178e-02	1.009710e-04	8.524010e-04	1.142086e-02	1.115216e-02
r_1873	L-alanine exchange	1.792139e-06	1.667734e-05	3.003724e-05	2.612045e-05	9.546603e-06	5.281196e-03	2.449630e-04	7.777793e-01	6.641540e-07	1.121324e-05	1.842769e-05	1.895188e-04	5.170888e-05	4.454546e-04	7.504060e-04	7.535917e-04	2.383508e-04	1.332736e-02	3.219352e-03	3.840314e-01	6.966081e-06	1.302881e-04	4.922050e-04	2.555086e-03
r_1879	L-arginine exchange	4.483009e-07	1.193167e-06	9.390341e-06	3.265817e-06	2.966895e-07	7.883548e-06	9.003789e-06	2.082778e-04	2.157586e-08	6.240894e-07	1.313684e-06	1.259365e-05	1.293486e-05	5.965238e-05	2.097854e-04	1.332948e-04	2.097911e-05	2.786420e-04	3.182369e-04	7.361523e-03	7.626017e-07	1.666949e-05	6.567779e-05	4.045112e-04
r_1880	L-asparagine exchange	1.044564e-06	7.156423e-06	5.637175e-06	2.178086e-06	2.381367e-06	1.182615e-05	1.351799e-05	5.071310e-04	2.167267e-08	8.919812e-07	6.572955e-06	4.451795e-05	2.790049e-05	2.064849e-04	2.300907e-04	1.540140e-04	8.416899e-05	4.827041e-04	5.517592e-04	1.605349e-02	1.083525e-06	2.819564e-05	2.077721e-04	9.821828e-04
r_1881	L-aspartate exchange	1.493240e-06	2.386595e-06	1.879038e-05	8.712345e-06	1.194415e-05	1.102697e-04	3.858664e-04	6.602865e-02	1.298634e-07	1.784321e-06	1.316697e-05	8.141706e-03	4.717781e-05	1.687578e-04	5.939661e-04	4.355737e-04	2.664596e-04	2.080047e-03	4.115239e-03	1.907036e-01	3.736297e-06	5.639127e-05	4.156991e-04	1.387398e-02
r_1883	L-cysteine exchange	4.752830e-06	5.196770e-05	3.699820e-05	6.188634e-05	1.382652e-05	1.036001e-04	2.212203e-04	1.654068e-03	3.040509e-07	8.298584e-06	4.444455e-05	2.030087e-04	7.954808e-05	7.723211e-04	8.022157e-04	1.138780e-03	2.837940e-04	1.926652e-03	3.089733e-03	2.912283e-02	5.627552e-06	1.201574e-04	7.473989e-04	3.299962e-03
r_1889	L-glutamate exchange	2.390461e-06	2.382985e-05	2.627783e-05	3.049355e-05	4.924259e-06	7.067886e-05	6.304145e-05	2.642534e-03	1.759211e-07	1.790752e-06	1.578262e-05	1.101242e-04	5.971949e-05	5.323729e-04	7.016904e-04	8.142291e-04	1.690447e-04	1.664588e-03	1.683844e-03	5.057702e-02	4.323549e-06	5.635090e-05	4.553776e-04	2.454111e-03
r_1891	L-glutamine exchange	7.501352e-07	8.352524e-06	1.503173e-05	6.543145e-06	2.982409e-06	1.183363e-05	1.799331e-05	9.205222e-04	5.504562e-08	8.940972e-07	1.051922e-05	1.159328e-04	2.363696e-05	2.230328e-04	3.751576e-04	2.666426e-04	9.418635e-05	4.828774e-04	6.355174e-04	2.108609e-02	1.710260e-06	2.812845e-05	2.627073e-04	1.364131e-03
r_1893	L-histidine exchange	3.841448e-06	2.865764e-05	4.488824e-05	3.918475e-05	9.238041e-06	9.774900e-05	1.267803e-04	2.237157e-03	2.669962e-07	4.137253e-06	3.507985e-05	1.248529e-04	4.337046e-05	3.360412e-04	5.273209e-04	5.318487e-04	1.344824e-04	1.126921e-03	1.370937e-03	2.559842e-02	3.092583e-06	4.930467e-05	3.906721e-04	1.501699e-03
r_1896	L-homoserine transport	2.991034e-07	1.193020e-05	1.877731e-05	1.741487e-05	8.364584e-06	2.042110e-04	1.168000e-04	3.957605e-03	6.444393e-07	7.821951e-06	3.260132e-05	1.952150e-04	2.114980e-05	3.771150e-04	5.935531e-04	6.155241e-04	2.230093e-04	2.824811e-03	2.287888e-03	6.391295e-02	8.294608e-06	1.176650e-04	6.432455e-04	3.198050e-03
r_1897	L-isoleucine exchange	1.792399e-06	7.157025e-06	1.127870e-05	2.177712e-05	4.771150e-06	3.936455e-05	9.009234e-05	1.132621e-03	6.509477e-08	2.497010e-06	1.841789e-05	1.098381e-04	5.171637e-05	2.921259e-04	4.601483e-04	6.883774e-04	1.686350e-04	1.244023e-03	2.012713e-03	2.652588e-02	2.651668e-06	6.663925e-05	4.919438e-04	2.453843e-03
r_1899	L-leucine exchange	1.487258e-06	1.192746e-05	2.253412e-05	2.178249e-05	7.151769e-06	1.570981e-04	2.159140e-04	2.672129e-03	3.177230e-07	3.934953e-06	6.821882e-05	2.229004e-04	4.701261e-05	3.770284e-04	6.501789e-04	6.884941e-04	2.063511e-04	2.478234e-03	3.109278e-03	4.710291e-02	5.722288e-06	8.233158e-05	9.436581e-04	3.468498e-03
r_1900	L-lysine exchange	2.551268e-06	2.748954e-05	3.003620e-05	4.352869e-05	1.259265e-05	1.260659e-04	8.557678e-05	3.292967e-03	1.404587e-07	2.318871e-06	2.368373e-05	1.087054e-04	4.348639e-05	4.034601e-04	5.301737e-04	6.869404e-04	1.928182e-04	1.570933e-03	1.385738e-03	4.000782e-02	2.751348e-06	4.542219e-05	3.940573e-04	1.698410e-03
r_1902	L-methionine exchange	3.722589e-06	9.078146e-06	4.186710e-05	2.945981e-05	8.332766e-06	6.989565e-05	6.720324e-05	6.357291e-04	1.940622e-07	2.985345e-06	2.396737e-05	1.265546e-04	7.001733e-05	3.075294e-04	8.571970e-04	7.720869e-04	2.225692e-04	1.544441e-03	1.627550e-03	1.448548e-02	4.450187e-06	7.189639e-05	5.390875e-04	2.591725e-03
r_1903	L-phenylalanine exchange	2.990341e-06	2.385120e-05	3.379387e-05	3.484261e-05	5.965134e-06	1.340456e-04	8.111679e-05	8.600704e-04	1.949445e-07	6.064507e-06	2.367840e-05	8.788687e-05	6.680584e-05	5.328492e-04	7.958922e-04	8.704552e-04	1.885586e-04	2.295184e-03	1.910411e-03	1.903884e-02	4.591211e-06	1.038389e-04	5.576589e-04	2.195633e-03
r_1904	L-proline exchange	2.255215e-05	1.133159e-04	1.727380e-04	2.123405e-04	7.970004e-05	5.351638e-04	7.097970e-04	1.156216e-02	1.145245e-06	1.854271e-05	1.865742e-04	6.983195e-04	1.816666e-04	1.151733e-03	1.792796e-03	2.089983e-03	6.838716e-04	4.558149e-03	5.602912e-03	1.057402e-01	1.106569e-05	1.808964e-04	1.554698e-03	6.092420e-03
r_1906	L-serine exchange	1.792994e-06	1.669654e-05	2.254489e-05	8.712345e-06	5.952060e-06	2.372476e-04	2.067998e-04	1.497989e-03	1.761450e-07	2.878004e-06	1.840944e-05	3.076000e-04	5.173341e-05	4.459662e-04	6.504894e-04	4.355737e-04	1.881245e-04	3.022800e-03	3.039437e-03	3.738685e-02	4.319413e-06	7.128913e-05	4.917181e-04	3.272012e-03
r_1911	L-threonine exchange	1.792455e-06	1.669679e-05	1.129619e-05	1.741157e-05	4.764935e-06	2.363649e-05	7.210109e-05	1.249658e-03	2.103033e-07	2.497134e-06	1.839936e-05	4.394709e-05	5.171786e-05	4.459728e-04	4.601929e-04	6.154075e-04	1.684161e-04	9.647635e-04	1.801265e-03	3.605648e-02	4.715303e-06	6.669865e-05	4.914492e-04	1.553298e-03
r_1912	L-tryptophan exchange	7.477584e-07	7.154548e-06	1.502350e-05	1.524506e-05	3.579977e-06	1.063423e-05	1.802914e-05	1.189934e-03	6.499163e-08	3.568091e-07	1.312640e-06	1.098522e-05	2.363673e-05	2.064308e-04	3.753247e-04	4.071969e-04	1.032933e-04	4.354321e-04	6.372349e-04	1.807566e-02	1.875209e-06	1.783867e-05	9.281763e-05	5.492060e-04
r_1913	L-tyrosine exchange	3.588237e-06	3.576923e-05	5.260559e-05	5.224946e-05	9.537591e-06	2.050022e-04	9.909034e-05	2.158412e-03	5.843745e-07	4.636736e-06	3.159058e-05	8.786466e-05	7.316396e-05	6.521392e-04	9.928138e-04	1.065364e-03	2.382731e-04	2.835754e-03	2.110501e-03	2.779737e-02	7.931648e-06	9.082468e-05	6.441302e-04	2.195078e-03
r_1914	L-valine exchange	7.726017e-06	1.191802e-05	1.503786e-05	8.735128e-06	1.072965e-05	5.365142e-04	3.246010e-04	2.248128e-02	2.659227e-07	2.890380e-06	3.669433e-05	1.797128e-04	1.068729e-04	3.767104e-04	5.313196e-04	4.355740e-04	2.526983e-04	4.503849e-03	3.786467e-03	1.409256e-01	5.268585e-06	7.115492e-05	6.925560e-04	3.105003e-03
r_1915	lanosterol exchange	5.011059e-06	3.723743e-05	6.597816e-05	4.882610e-05	4.044603e-05	3.592211e-04	4.612365e-04	7.051537e-04	1.083161e-06	9.397474e-06	9.622594e-05	9.873111e-05	5.459981e-05	4.164698e-04	6.873290e-04	5.631024e-04	4.058092e-04	3.341246e-03	4.391899e-03	6.876476e-03	1.001324e-05	8.939494e-05	1.064474e-03	1.213732e-03
r_1987	ornithine exchange	8.960270e-07	9.032234e-06	5.642841e-06	1.475401e-05	2.383355e-06	4.729987e-05	3.149214e-05	9.612268e-04	2.168642e-08	1.070892e-06	6.579304e-06	2.052245e-05	2.585321e-05	2.278348e-04	2.300931e-04	3.290505e-04	8.423929e-05	9.644435e-04	8.411588e-04	1.980757e-02	1.082019e-06	3.084219e-05	2.079726e-04	5.845079e-04
r_1989	oxaloacetate(2-) exchange	9.806709e-03	1.118818e-04	2.104540e-04	9.479081e-05	9.282514e-02	3.191233e-02	4.898748e-01	1.235240e-01	1.065106e-06	1.962466e-05	9.499615e-01	1.064255e+00	1.447699e-02	2.377293e-03	3.992741e-03	2.274683e-03	4.897398e-02	1.256375e-01	2.692554e-01	3.906008e-01	2.522192e-05	4.109583e-04	2.003243e-01	2.559632e-01
r_1992	oxygen exchange	-3.603070e-01	-2.342956e+00	-3.986675e+00	-2.926565e+00	-1.366826e+00	-3.660317e+00	-5.567681e+00	-1.006463e+01	-2.856385e-02	-3.107464e-01	-3.619291e+00	-3.845233e+00	3.571266e-03	1.340638e-02	2.805870e-02	1.568002e-02	2.454064e-02	1.326150e-02	3.345547e-02	1.141337e-02	3.398859e-04	3.959504e-03	6.719705e-02	6.553148e-02
r_1993	palmitate exchange	1.363476e-06	8.840697e-06	2.946242e-05	3.148001e-05	5.061612e-06	7.978862e-05	5.979312e-05	1.164913e-04	4.057389e-07	2.292054e-06	2.302778e-05	2.790515e-05	3.943153e-05	2.564577e-04	5.701700e-04	5.442872e-04	1.785366e-04	1.714947e-03	1.911933e-03	3.515782e-03	7.300959e-06	4.842658e-05	7.026400e-04	8.692595e-04
r_1994	palmitoleate exchange	7.545022e-06	7.981383e-05	1.214091e-04	9.618658e-05	5.109059e-05	4.192609e-04	4.224298e-04	7.950754e-04	1.770610e-06	1.272049e-05	1.624218e-04	2.308532e-04	8.836871e-05	8.285580e-04	1.261132e-03	1.060862e-03	5.859779e-04	4.021646e-03	4.726806e-03	8.955370e-03	1.639880e-05	1.343805e-04	1.818643e-03	2.366755e-03
